polynomial,budget,tile_x,tile_y,x_min,x_max,y_min,y_max,sample_count,mean_iterations,late_fraction,unresolved_fraction
asymmetric-cubic,24,8,7,0.5333333333333332,0.7999999999999998,-0.5333333333333332,-0.2666666666666666,225,8.017777777777777,0.18222222222222223,0.0
asymmetric-cubic,24,9,7,0.7999999999999998,1.0666666666666664,-0.5333333333333332,-0.2666666666666666,225,5.395555555555555,0.0,0.0
asymmetric-cubic,24,10,7,1.0666666666666664,1.333333333333333,-0.5333333333333332,-0.2666666666666666,225,5.026666666666666,0.0,0.0
asymmetric-cubic,24,11,7,1.333333333333333,1.6,-0.5333333333333332,-0.2666666666666666,225,5.182222222222222,0.0,0.0
asymmetric-cubic,24,0,8,-1.6,-1.3333333333333335,-0.7999999999999998,-0.5333333333333332,225,6.737777777777778,0.0,0.0
asymmetric-cubic,24,1,8,-1.3333333333333335,-1.0666666666666669,-0.7999999999999998,-0.5333333333333332,225,6.0,0.0,0.0
asymmetric-cubic,24,2,8,-1.0666666666666669,-0.8,-0.7999999999999998,-0.5333333333333332,225,5.702222222222222,0.0,0.0
asymmetric-cubic,24,3,8,-0.8,-0.5333333333333334,-0.7999999999999998,-0.5333333333333332,225,5.0,0.0,0.0
asymmetric-cubic,24,4,8,-0.5333333333333334,-0.26666666666666683,-0.7999999999999998,-0.5333333333333332,225,4.8933333333333335,0.0,0.0
asymmetric-cubic,24,5,8,-0.26666666666666683,0.0,-0.7999999999999998,-0.5333333333333332,225,4.72,0.0,0.0
asymmetric-cubic,24,6,8,0.0,0.2666666666666666,-0.7999999999999998,-0.5333333333333332,225,5.066666666666666,0.0,0.0
asymmetric-cubic,24,7,8,0.2666666666666666,0.5333333333333332,-0.7999999999999998,-0.5333333333333332,225,6.502222222222223,0.017777777777777778,0.0
asymmetric-cubic,24,8,8,0.5333333333333332,0.7999999999999998,-0.7999999999999998,-0.5333333333333332,225,8.72,0.26222222222222225,0.0
asymmetric-cubic,24,9,8,0.7999999999999998,1.0666666666666664,-0.7999999999999998,-0.5333333333333332,225,6.786666666666667,0.0,0.0
asymmetric-cubic,24,10,8,1.0666666666666664,1.333333333333333,-0.7999999999999998,-0.5333333333333332,225,6.0311111111111115,0.0,0.0
asymmetric-cubic,24,11,8,1.333333333333333,1.6,-0.7999999999999998,-0.5333333333333332,225,6.0,0.0,0.0
asymmetric-cubic,24,0,9,-1.6,-1.3333333333333335,-1.0666666666666664,-0.7999999999999998,225,6.608888888888889,0.0,0.0
asymmetric-cubic,24,1,9,-1.3333333333333335,-1.0666666666666669,-1.0666666666666664,-0.7999999999999998,225,6.0,0.0,0.0
asymmetric-cubic,24,2,9,-1.0666666666666669,-0.8,-1.0666666666666664,-0.7999999999999998,225,5.9911111111111115,0.0,0.0
asymmetric-cubic,24,3,9,-0.8,-0.5333333333333334,-1.0666666666666664,-0.7999999999999998,225,5.3244444444444445,0.0,0.0
asymmetric-cubic,24,4,9,-0.5333333333333334,-0.26666666666666683,-1.0666666666666664,-0.7999999999999998,225,5.0,0.0,0.0
asymmetric-cubic,24,5,9,-0.26666666666666683,0.0,-1.0666666666666664,-0.7999999999999998,225,5.053333333333334,0.0,0.0
asymmetric-cubic,24,6,9,0.0,0.2666666666666666,-1.0666666666666664,-0.7999999999999998,225,5.6755555555555555,0.0,0.0
asymmetric-cubic,24,7,9,0.2666666666666666,0.5333333333333332,-1.0666666666666664,-0.7999999999999998,225,6.395555555555555,0.0,0.0
asymmetric-cubic,24,8,9,0.5333333333333332,0.7999999999999998,-1.0666666666666664,-0.7999999999999998,225,8.995555555555555,0.29777777777777775,0.0
asymmetric-cubic,24,9,9,0.7999999999999998,1.0666666666666664,-1.0666666666666664,-0.7999999999999998,225,8.80888888888889,0.25333333333333335,0.0
asymmetric-cubic,24,10,9,1.0666666666666664,1.333333333333333,-1.0666666666666664,-0.7999999999999998,225,6.982222222222222,0.0,0.0
